id,Calorie_correction,Moisture,Crude_protein,Crude_fat,Saturated_fat,Total_carbohydrates,Dietary_fiber,Total_carbohydrate,glucose,fructose,Galactose,maltose,sucrose,lactose,sodium,Potassium,calcium,magnesium,iron,Zinc,phosphorus,copper,manganese,VitaminB1,VitaminB2,VitaminB6,VitaminB12,VitaminC,Folic_acid,VitaminA,VitaminD,VitaminE,Cluster_category
796,418.0,109.2,22.7,15.0,6.0,50.8,4.2,6.9,2.3,2.9,0.0,1.6,0.0,0.0,493.0,272.0,72.0,57.0,3.2,2.7,316.0,0.07,0.03,0.31,0.55,0.22,1.01,0.6,145.3,563.0,84.4,4.26,1
797,332.0,217.5,12.1,6.6,3.1,61.1,7.4,13.5,5.3,6.5,0.0,1.6,0.0,0.0,363.0,657.0,85.0,74.0,2.1,1.8,183.0,0.0,0.0,0.28,0.19,0.2,0.21,71.6,149.5,1963.0,0.0,2.78,3
798,1076.0,223.7,25.6,80.9,15.9,65.3,5.5,6.9,2.3,2.9,0.0,1.6,0.0,0.0,1495.0,690.0,98.0,76.0,4.0,3.6,368.0,0.07,0.03,0.35,0.61,0.22,1.17,4.6,152.2,1292.0,84.4,35.04,3
799,1105.0,133.6,57.2,95.6,33.8,4.8,0.6,1.4,0.4,0.0,0.0,0.2,0.4,0.4,2172.0,812.0,70.0,130.0,6.1,5.3,920.0,0.0,0.0,1.0,0.36,1.06,1.54,49.5,67.9,69.0,0.0,8.44,3
800,932.0,183.4,3.8,100.5,16.5,10.9,4.5,3.6,1.2,0.4,0.0,0.4,0.0,1.6,4.0,593.0,52.0,26.0,0.8,1.0,114.0,0.02,0.0,0.22,0.34,0.26,0.06,2.6,42.4,2185.0,0.0,18.24,3
801,1261.0,97.3,22.2,126.0,17.9,45.3,39.7,4.2,0.9,0.2,0.0,0.4,1.2,1.6,244.0,2219.0,796.0,423.0,41.4,6.0,621.0,0.02,0.0,0.75,0.51,0.45,0.06,0.2,170.6,418.0,0.0,26.35,1
805,672.0,342.8,107.7,24.5,8.7,16.1,7.2,28.6,1.1,1.0,0.0,0.0,26.4,0.0,3373.0,1486.0,3494.0,414.0,14.1,11.0,1730.0,0.0,0.0,0.2,0.69,0.38,66.9,30.2,176.1,24318.0,0.0,6.6,2
806,92.0,366.0,15.3,0.9,0.2,11.9,3.3,3.1,1.3,0.7,0.0,0.7,0.1,0.4,1224.0,732.0,167.0,153.0,12.8,2.7,281.0,0.04,0.0,0.24,1.21,0.25,62.15,19.5,59.4,55.0,0.0,0.36,0
808,281.0,26.8,10.1,1.0,0.0,60.1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,250.0,10.0,22.0,1.1,0.8,156.0,0.0,0.0,0.02,0.69,0.06,0.32,0.0,22.2,0.0,0.0,0.39,0
809,61.0,84.6,13.0,0.6,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,55.0,14.0,44.0,6.1,0.5,111.0,0.0,0.0,0.0,0.17,0.03,5.52,0.5,0.0,53.0,0.0,2.03,0
810,44.0,75.8,2.2,1.2,0.0,10.8,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3279.0,400.0,92.0,41.0,2.1,0.5,34.0,0.0,0.0,0.01,0.04,0.06,0.0,0.1,0.0,0.0,0.0,0.0,3
811,22.0,92.6,1.7,0.2,0.2,4.7,1.7,2.2,1.1,1.1,0.0,0.0,0.0,0.0,0.0,303.0,10.0,11.0,0.8,0.9,42.0,0.0,0.0,0.07,0.06,0.08,0.0,5.0,0.0,0.0,0.0,0.39,0
812,63.0,280.5,2.3,0.3,0.0,15.7,4.2,11.0,3.5,3.0,0.0,0.0,4.5,0.0,138.0,439.0,66.0,28.0,1.7,0.7,61.0,0.04,0.0,0.07,0.07,0.24,0.0,26.6,37.3,20830.0,0.0,0.46,2
813,186.0,137.3,9.2,0.3,0.0,42.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,679.0,23.0,66.0,2.8,1.2,143.0,0.0,0.0,0.07,0.15,1.29,0.0,35.2,42.5,475.0,0.0,3.71,3
814,1174.0,290.0,3.0,1.0,0.1,302.9,4.3,203.1,3.3,2.7,0.0,0.0,197.0,0.0,148.0,987.0,512.0,123.0,0.5,1.0,86.0,0.0,0.0,0.09,0.34,0.62,0.0,50.7,36.7,20803.0,0.0,5.68,2
815,346.0,109.3,0.8,0.6,0.2,88.8,1.2,0.9,0.5,0.4,0.0,0.0,0.1,0.0,4.0,150.0,26.0,10.0,0.2,0.1,22.0,0.0,0.0,0.07,0.06,0.05,0.0,36.6,3.3,0.0,0.0,0.59,0
816,152.0,76.3,12.4,11.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,105.0,5.0,11.0,1.0,1.6,100.0,0.0,0.0,0.06,0.22,0.04,0.94,2.5,31.4,17.0,0.0,0.23,0
817,356.0,212.3,11.4,6.4,3.0,67.2,5.6,18.3,5.1,6.3,0.0,1.6,5.2,0.0,453.0,469.0,37.0,71.0,2.6,1.9,156.0,0.0,0.0,0.33,0.12,0.32,0.21,17.6,77.9,1035.0,0.0,2.08,1
818,439.0,81.5,9.4,0.6,0.2,107.1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,305.0,69.0,99.0,5.1,1.2,290.0,0.0,0.0,0.05,0.07,0.09,0.0,4.9,27.9,0.0,0.0,0.62,0
819,555.0,64.5,12.0,6.9,3.4,114.6,6.3,58.4,12.3,9.2,0.0,4.4,32.4,0.0,423.0,322.0,33.0,89.0,3.7,2.5,182.0,0.0,0.0,0.26,0.13,0.44,0.21,0.0,82.1,5.0,0.0,2.27,0
820,281.0,26.8,10.1,1.0,0.0,60.1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,250.0,10.0,22.0,1.1,0.8,156.0,0.0,0.0,0.02,0.69,0.06,0.32,0.0,22.2,0.0,0.0,0.39,0
821,177.0,60.6,12.4,5.6,2.1,19.2,0.0,2.8,0.2,0.2,0.0,0.0,2.4,0.0,723.0,103.0,5.0,23.0,0.3,0.5,40.0,0.0,0.0,0.04,0.05,0.08,0.9,0.0,2.9,33.0,0.0,0.33,0
825,770.0,76.9,36.7,63.2,13.5,19.5,10.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,444.0,707.0,76.0,184.0,4.3,4.1,564.0,0.07,0.03,0.16,0.58,0.72,0.8,1.7,188.4,558.0,84.4,23.81,1
826,135.0,75.9,12.7,8.9,3.1,1.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,138.0,135.0,54.0,11.0,1.9,1.3,186.0,0.07,0.03,0.09,0.48,0.11,0.8,0.6,78.6,558.0,84.4,2.22,1
827,135.0,75.9,12.7,8.9,3.1,1.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,138.0,135.0,54.0,11.0,1.9,1.3,186.0,0.07,0.03,0.09,0.48,0.11,0.8,0.6,78.6,558.0,84.4,2.22,1
828,1861.0,258.7,61.7,42.8,21.3,322.8,29.0,196.9,0.7,0.4,0.0,3.2,192.6,0.0,561.0,6203.0,353.0,526.0,20.4,10.6,1316.0,0.15,0.07,0.41,1.25,1.18,1.6,4.0,245.5,3172.0,168.8,11.82,3
829,693.0,121.9,15.6,1.9,0.4,158.7,3.9,3.9,0.3,0.4,0.0,3.2,0.0,0.0,257.0,450.0,71.0,50.0,2.3,1.4,164.0,0.0,0.0,0.18,0.18,0.2,0.0,5.0,57.1,1933.0,0.0,1.1,3
830,272.0,31.2,2.0,0.8,0.5,65.4,2.1,51.7,10.2,6.3,0.0,2.8,32.4,0.0,68.0,185.0,15.0,43.0,2.4,1.1,52.0,0.0,0.0,0.04,0.06,0.33,0.0,0.0,15.4,0.0,0.0,0.23,0
832,770.0,76.9,36.7,63.2,13.5,19.5,10.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,444.0,707.0,76.0,184.0,4.3,4.1,564.0,0.07,0.03,0.16,0.58,0.72,0.8,1.7,188.4,558.0,84.4,23.81,1
835,51.0,85.2,0.7,0.1,0.1,13.6,1.1,11.6,3.0,3.4,0.0,0.0,5.2,0.0,0.0,162.0,10.0,12.0,0.3,0.4,11.0,0.0,0.0,0.08,0.04,0.15,0.0,12.0,11.2,29.0,0.0,0.04,0
838,169.0,165.2,13.8,9.0,3.1,10.5,2.6,6.5,1.2,0.7,0.0,0.0,4.5,0.0,227.0,333.0,81.0,22.0,2.2,1.5,215.0,0.07,0.03,0.13,0.52,0.26,0.8,6.0,95.1,21276.0,84.4,2.64,2
839,148.0,171.0,14.2,9.0,3.1,4.5,1.7,0.2,0.2,0.0,0.0,0.0,0.0,0.0,141.0,293.0,73.0,21.0,2.5,1.5,212.0,0.07,0.03,0.14,0.52,0.23,0.8,6.9,78.6,1225.0,84.4,2.34,1
840,51.0,85.2,0.7,0.1,0.1,13.6,1.1,11.6,3.0,3.4,0.0,0.0,5.2,0.0,0.0,162.0,10.0,12.0,0.3,0.4,11.0,0.0,0.0,0.08,0.04,0.15,0.0,12.0,11.2,29.0,0.0,0.04,0
842,157.0,169.7,13.4,9.1,3.1,6.0,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,236.0,305.0,63.0,24.0,2.9,1.4,201.0,0.07,0.03,0.12,0.49,0.17,0.8,6.2,78.6,1559.0,84.4,2.22,1
844,1632.0,215.1,45.5,131.1,26.5,77.1,6.5,12.9,0.8,0.4,0.0,0.0,11.8,0.0,11866.0,1528.0,84.0,241.0,13.5,4.6,552.0,0.0,0.0,0.87,0.43,1.5,2.36,35.0,56.7,156.0,0.0,44.39,3
847,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
848,1401.0,339.2,19.0,100.4,15.5,113.6,5.6,54.4,25.5,27.8,0.0,0.7,0.1,0.4,10956.0,1132.0,51.0,184.0,9.4,2.2,275.0,0.04,0.0,0.25,0.48,1.7,1.65,178.4,79.6,571.0,0.0,42.73,3
849,1175.0,96.5,3.5,0.4,0.1,296.6,3.0,201.0,4.2,3.8,0.0,0.7,192.4,0.0,78.0,984.0,533.0,116.0,1.9,0.8,64.0,0.04,0.0,0.07,0.29,0.53,0.0,15.0,83.6,3682.0,0.0,5.42,3
851,53.0,182.3,2.9,0.2,0.0,13.4,4.6,8.8,2.4,1.8,0.0,0.0,4.5,0.0,103.0,464.0,48.0,23.0,0.9,0.5,69.0,0.03,0.0,0.08,0.09,0.36,0.0,67.6,78.0,20727.0,0.0,0.6,2
852,283.0,33.3,10.0,6.1,2.9,49.2,4.2,6.7,2.1,2.9,0.0,1.6,0.0,0.0,355.0,137.0,18.0,46.0,1.3,1.4,130.0,0.0,0.0,0.22,0.07,0.11,0.21,0.0,66.7,5.0,0.0,2.04,0
853,169.0,165.2,13.8,9.0,3.1,10.5,2.6,6.5,1.2,0.7,0.0,0.0,4.5,0.0,227.0,333.0,81.0,22.0,2.2,1.5,215.0,0.07,0.03,0.13,0.52,0.26,0.8,6.0,95.1,21276.0,84.4,2.64,2
854,742.0,335.8,24.6,38.2,20.9,85.5,15.7,19.0,2.2,2.3,0.0,0.0,14.5,0.0,4276.0,1626.0,173.0,145.0,7.5,4.2,361.0,0.04,0.0,0.61,0.28,0.57,0.0,64.9,39.8,20988.0,0.0,9.27,2
855,418.0,109.2,22.7,15.0,6.0,50.8,4.2,6.9,2.3,2.9,0.0,1.6,0.0,0.0,493.0,272.0,72.0,57.0,3.2,2.7,316.0,0.07,0.03,0.31,0.55,0.22,1.01,0.6,145.3,563.0,84.4,4.26,1
856,296.0,128.5,11.1,6.4,3.0,51.8,5.6,7.4,2.4,3.3,0.0,1.6,0.0,0.0,356.0,458.0,69.0,60.0,1.8,1.7,160.0,0.0,0.0,0.26,0.15,0.14,0.21,2.4,66.7,1938.0,0.0,2.3,3
857,1119.0,305.9,42.4,85.9,32.4,49.4,5.5,7.6,0.6,5.8,0.0,0.2,0.4,0.6,4760.0,1312.0,32.0,100.0,5.4,5.2,800.0,0.0,0.0,1.3,1.09,1.07,1.56,49.1,89.8,83.0,0.0,16.34,3
858,406.0,127.3,19.2,28.3,10.4,21.0,2.4,12.8,0.8,0.3,0.0,0.0,11.8,0.0,1062.0,619.0,54.0,37.0,2.2,1.8,230.0,0.0,0.0,0.51,0.36,0.28,0.77,31.5,137.4,3429.0,0.0,1.14,3
859,69.0,79.8,1.9,0.2,0.1,17.3,2.5,5.4,2.5,2.3,0.0,0.7,0.0,0.0,1.0,426.0,14.0,17.0,0.5,0.3,46.0,0.04,0.0,0.07,0.07,0.29,0.0,15.0,59.5,3681.0,0.0,1.11,3
860,266.0,433.9,20.2,10.0,3.6,32.1,9.0,9.2,2.1,6.9,0.0,0.0,0.0,0.2,149.0,1169.0,88.0,76.0,6.1,3.3,369.0,0.1,0.03,0.51,1.12,0.46,0.82,10.0,217.0,615.0,84.4,4.35,1
861,135.0,75.9,12.7,8.9,3.1,1.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,138.0,135.0,54.0,11.0,1.9,1.3,186.0,0.07,0.03,0.09,0.48,0.11,0.8,0.6,78.6,558.0,84.4,2.22,1
862,152.0,170.5,13.8,9.0,3.2,5.5,1.0,2.3,1.5,0.8,0.0,0.0,0.0,0.0,138.0,252.0,64.0,21.0,2.1,1.4,208.0,0.08,0.03,0.11,0.5,0.19,0.8,7.1,117.9,564.0,84.4,2.26,1
863,466.0,212.8,28.6,27.2,9.7,27.6,1.3,3.1,0.5,0.0,0.0,0.3,2.2,0.1,748.0,666.0,72.0,42.0,4.1,3.6,388.0,0.07,0.03,0.37,0.62,0.34,1.31,75.5,103.2,638.0,84.4,2.63,1
864,216.0,64.2,20.7,14.1,3.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,64.0,24.0,7.0,0.8,1.0,48.0,0.0,0.0,0.02,0.08,0.04,0.71,1.7,16.0,154.0,0.0,0.67,0
865,228.0,57.1,15.3,12.9,5.5,12.6,0.0,2.1,0.1,0.0,0.0,1.0,1.0,0.0,596.0,200.0,7.0,20.0,0.6,0.4,102.0,0.0,0.0,0.06,0.07,0.01,0.36,0.0,0.0,43.0,0.0,0.15,0
866,733.0,127.5,22.8,15.1,6.0,132.3,4.2,6.9,2.3,2.9,0.0,1.6,0.0,0.0,493.0,272.0,72.0,57.0,3.2,2.7,316.0,0.07,0.03,0.31,0.6,0.24,1.01,3.2,148.6,563.0,84.4,4.3,1
868,666.0,112.1,3.6,65.9,10.1,16.1,1.8,2.2,1.1,1.1,0.0,0.0,0.0,0.0,980.0,411.0,20.0,14.0,1.3,1.6,76.0,0.0,0.0,0.08,0.11,0.08,0.16,5.0,6.9,129.0,0.0,31.17,0
869,151.0,452.6,9.1,1.2,0.3,33.9,7.7,10.4,5.4,4.5,0.0,0.7,0.0,0.0,51.0,1313.0,153.0,68.0,2.6,2.3,279.0,0.09,0.0,0.3,0.47,0.92,0.28,86.0,153.8,3784.0,0.0,1.63,3
870,314.0,54.3,18.8,25.9,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,236.0,11.0,23.0,0.9,0.4,182.0,0.0,0.0,0.01,0.28,0.26,7.44,0.1,0.0,43.0,0.0,0.73,0
871,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
872,135.0,75.9,12.7,8.9,3.1,1.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,138.0,135.0,54.0,11.0,1.9,1.3,186.0,0.07,0.03,0.09,0.48,0.11,0.8,0.6,78.6,558.0,84.4,2.22,1
873,418.0,188.6,2.8,0.7,0.1,106.7,4.8,3.2,0.8,0.9,0.0,0.0,1.4,0.0,16.0,479.0,28.0,21.0,0.7,0.6,100.0,0.0,0.0,0.12,0.09,0.25,0.0,37.5,10.2,91.0,0.0,1.55,0
874,77.0,271.3,13.8,0.8,0.2,8.7,2.0,2.5,1.4,1.1,0.0,0.0,0.0,0.0,1234.0,494.0,175.0,150.0,12.6,2.2,220.0,0.03,0.0,0.11,0.98,0.34,62.09,65.4,91.3,64.0,0.0,0.46,0
875,105.0,77.0,22.2,1.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,262.0,8.0,29.0,0.3,0.8,192.0,0.0,0.0,0.06,0.05,0.55,0.52,0.4,51.0,46.0,0.0,1.08,0
876,60.0,179.4,6.0,0.3,0.1,12.9,4.4,4.3,2.3,0.0,0.0,0.4,0.0,1.6,4.0,520.0,2.0,25.0,0.9,1.5,165.0,0.07,0.0,0.25,0.6,0.37,0.18,0.4,64.7,3.0,0.0,0.05,0
877,74.0,80.5,2.6,0.2,0.0,15.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,386.0,4.0,20.0,0.6,1.1,38.0,0.0,0.0,0.08,0.03,0.15,0.0,29.5,11.4,0.0,0.0,0.02,0
878,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
879,190.0,155.8,13.5,5.9,2.2,21.8,1.4,3.5,0.5,0.6,0.0,0.0,2.4,0.0,724.0,424.0,56.0,37.0,0.8,0.8,70.0,0.0,0.0,0.08,0.13,0.11,0.9,2.4,2.9,1966.0,0.0,0.59,3
880,28.0,89.8,2.1,0.1,0.0,7.5,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,203.0,94.0,50.0,0.7,0.7,53.0,0.0,0.0,0.02,0.1,0.05,0.0,11.3,0.0,2258.0,0.0,0.45,3
881,23.0,93.0,0.4,0.1,0.0,6.2,0.7,5.4,2.2,1.8,0.0,0.0,1.3,0.0,3.0,131.0,7.0,5.0,0.2,0.2,9.0,0.04,0.0,0.02,0.03,0.05,0.0,27.8,10.9,81.0,0.0,0.04,0
883,153.0,167.4,16.6,9.3,3.2,4.1,3.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,212.0,498.0,246.0,152.0,5.6,2.1,255.0,0.07,0.03,0.22,0.75,0.34,0.8,29.4,311.3,8191.0,84.4,5.9,3
885,988.0,97.9,16.8,55.7,8.3,122.7,13.9,97.0,0.3,0.4,0.0,0.0,96.3,0.0,5.0,795.0,1504.0,372.0,9.3,6.2,657.0,0.0,0.0,0.29,0.3,0.62,0.0,2.6,95.6,1951.0,0.0,24.88,3
887,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
888,35.0,88.1,2.7,0.2,0.1,8.3,3.1,2.9,0.9,0.0,0.0,0.4,0.0,1.6,3.0,272.0,1.0,12.0,0.3,0.7,84.0,0.02,0.0,0.18,0.26,0.23,0.06,0.2,42.4,3.0,0.0,0.05,0
889,74.0,80.5,2.6,0.2,0.0,15.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,386.0,4.0,20.0,0.6,1.1,38.0,0.0,0.0,0.08,0.03,0.15,0.0,29.5,11.4,0.0,0.0,0.02,0
890,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
891,148.0,171.1,13.8,9.2,3.2,4.2,1.4,0.9,0.5,0.4,0.0,0.0,0.0,0.0,139.0,456.0,105.0,25.0,2.4,1.6,216.0,0.07,0.03,0.13,0.56,0.14,0.8,3.0,78.6,2491.0,84.4,2.48,3
893,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
894,74.0,80.5,2.6,0.2,0.0,15.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,386.0,4.0,20.0,0.6,1.1,38.0,0.0,0.0,0.08,0.03,0.15,0.0,29.5,11.4,0.0,0.0,0.02,0
895,74.0,80.5,2.6,0.2,0.0,15.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,386.0,4.0,20.0,0.6,1.1,38.0,0.0,0.0,0.08,0.03,0.15,0.0,29.5,11.4,0.0,0.0,0.02,0
896,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
897,74.0,80.5,2.6,0.2,0.0,15.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,386.0,4.0,20.0,0.6,1.1,38.0,0.0,0.0,0.08,0.03,0.15,0.0,29.5,11.4,0.0,0.0,0.02,0
898,116.0,67.9,14.6,3.3,0.9,12.5,6.4,0.4,0.0,0.4,0.0,0.0,0.0,0.0,1.0,654.0,44.0,65.0,3.7,2.1,203.0,0.0,0.0,0.39,0.13,0.14,0.0,22.6,0.0,92.0,0.0,2.04,0
899,360.0,98.5,14.3,6.9,5.0,76.0,25.6,2.9,0.9,0.0,0.0,0.4,0.0,1.6,10.0,1552.0,327.0,177.0,7.2,1.8,266.0,0.02,0.0,0.21,0.55,0.36,0.06,1.4,86.2,382.0,0.0,35.6,0
900,257.0,56.4,13.3,18.1,6.6,10.2,0.0,2.9,0.3,0.0,0.0,0.3,2.2,0.1,607.0,145.0,14.0,11.0,1.6,1.2,164.0,0.0,0.0,0.2,0.11,0.08,0.51,45.4,13.2,80.0,0.0,0.39,0
901,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
902,577.0,96.7,9.1,36.7,11.6,53.4,1.5,6.5,0.0,0.0,0.0,0.0,6.5,0.0,760.0,464.0,358.0,30.0,3.3,0.7,266.0,0.0,0.0,0.02,0.1,0.3,1.24,6.6,14.0,751.0,0.0,12.29,1
903,215.0,35.8,3.2,0.3,0.0,59.5,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,597.0,50.0,35.0,1.7,0.4,70.0,0.0,0.0,0.09,0.12,0.12,0.0,1.0,0.0,0.0,0.0,0.25,0
905,58.0,84.0,2.2,2.4,0.0,10.7,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,200.0,5.0,27.0,0.7,0.7,50.0,0.0,0.0,0.0,0.1,0.0,0.0,32.0,0.0,1617.0,0.0,0.0,1
908,466.0,212.8,28.6,27.2,9.7,27.6,1.3,3.1,0.5,0.0,0.0,0.3,2.2,0.1,748.0,666.0,72.0,42.0,4.1,3.6,388.0,0.07,0.03,0.37,0.62,0.34,1.31,75.5,103.2,638.0,84.4,2.63,1
909,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
910,228.0,57.1,15.3,12.9,5.5,12.6,0.0,2.1,0.1,0.0,0.0,1.0,1.0,0.0,596.0,200.0,7.0,20.0,0.6,0.4,102.0,0.0,0.0,0.06,0.07,0.01,0.36,0.0,0.0,43.0,0.0,0.15,0
913,407.0,107.1,14.7,9.7,3.6,67.0,2.1,51.9,10.4,6.3,0.0,2.8,32.4,0.0,206.0,320.0,69.0,54.0,4.3,2.4,238.0,0.07,0.03,0.13,0.54,0.44,0.8,0.6,94.0,558.0,84.4,2.45,1
914,346.0,109.3,0.8,0.6,0.2,88.8,1.2,0.9,0.5,0.4,0.0,0.0,0.1,0.0,4.0,150.0,26.0,10.0,0.2,0.1,22.0,0.0,0.0,0.07,0.06,0.05,0.0,36.6,3.3,0.0,0.0,0.59,0
915,228.0,57.1,15.3,12.9,5.5,12.6,0.0,2.1,0.1,0.0,0.0,1.0,1.0,0.0,596.0,200.0,7.0,20.0,0.6,0.4,102.0,0.0,0.0,0.06,0.07,0.01,0.36,0.0,0.0,43.0,0.0,0.15,0
917,135.0,75.9,12.7,8.9,3.1,1.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,138.0,135.0,54.0,11.0,1.9,1.3,186.0,0.07,0.03,0.09,0.48,0.11,0.8,0.6,78.6,558.0,84.4,2.22,1
918,32.0,90.8,0.8,0.1,0.0,8.0,0.3,7.5,1.7,3.6,0.0,0.0,2.2,0.0,1.0,121.0,7.0,11.0,0.2,0.2,12.0,0.0,0.0,0.04,0.05,0.14,0.0,6.8,5.1,687.0,0.0,0.05,1
920,738.0,98.7,12.3,71.9,13.2,14.1,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,664.0,211.0,65.0,4.4,2.0,318.0,0.0,0.0,0.05,0.15,0.49,0.4,3.0,17.0,157.0,0.0,40.94,0
921,314.0,54.3,18.8,25.9,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,236.0,11.0,23.0,0.9,0.4,182.0,0.0,0.0,0.01,0.28,0.26,7.44,0.1,0.0,43.0,0.0,0.73,0
923,152.0,76.3,12.4,11.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,105.0,5.0,11.0,1.0,1.6,100.0,0.0,0.0,0.06,0.22,0.04,0.94,2.5,31.4,17.0,0.0,0.23,0
924,35.0,88.1,2.7,0.2,0.1,8.3,3.1,2.9,0.9,0.0,0.0,0.4,0.0,1.6,3.0,272.0,1.0,12.0,0.3,0.7,84.0,0.02,0.0,0.18,0.26,0.23,0.06,0.2,42.4,3.0,0.0,0.05,0
925,500.0,84.3,27.1,10.4,3.4,76.2,2.5,3.4,0.2,0.0,0.0,3.2,0.0,0.0,394.0,264.0,74.0,47.0,3.7,2.4,320.0,0.07,0.03,0.23,0.53,0.26,0.8,0.6,132.4,558.0,84.4,3.02,1
926,74.0,80.5,2.6,0.2,0.0,15.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,386.0,4.0,20.0,0.6,1.1,38.0,0.0,0.0,0.08,0.03,0.15,0.0,29.5,11.4,0.0,0.0,0.02,0
927,623.0,349.2,31.3,10.8,3.5,104.9,7.7,11.7,2.3,1.6,0.0,3.2,4.5,0.0,487.0,951.0,122.0,85.0,4.7,3.9,400.0,0.08,0.03,0.37,0.62,0.58,0.8,47.9,171.9,21305.0,84.4,3.47,2
928,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
930,135.0,75.9,12.7,8.9,3.1,1.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,138.0,135.0,54.0,11.0,1.9,1.3,186.0,0.07,0.03,0.09,0.48,0.11,0.8,0.6,78.6,558.0,84.4,2.22,1
